product_id,product_name,category,category_id,order_id,customer_id,order_status,return_eligible,shipping_date
1189,apple iphone 7 plus 256gb jet black unlocked,Mobile Phones,2612,1201,754,Delivered,TRUE,2024-10-18 12:24:38
14481,intel xeon e5 2680v4 2.4 ghz 14 core 28 threads 35 mb cache lga2011 v3 socket box,CPUs,2615,2391,246,Pending,FALSE,2024-10-05 12:24:38
41288,lec ts55184w 172x55cm static freestanding fridge freezer white,Fridge Freezers,2622,1770,2269,Shipped,FALSE,2024-10-17 12:24:38
26236,daewoo kor6l65sl 20l microwave,Microwaves,2618,3420,1196,Cancelled,FALSE,2024-09-29 12:24:38
44428,montpellier mab340c 60cm wide retro style freestanding tall fridge cream,Fridges,2623,1937,230,Shipped,FALSE,2024-10-16 12:24:38
42386,neff ksa 778 a1 side by side k hlschrank ka7902i30,Fridge Freezers,2622,3436,978,Cancelled,FALSE,2024-10-10 12:24:38
40666,beko csg1582b fridge freezer black,Fridge Freezers,2622,2748,568,Pending,FALSE,2024-10-08 12:24:38
26179,mikrowellenger t mwg 2289 cb weiss,Microwaves,2618,2496,98,Cancelled,FALSE,2024-10-05 12:24:38
41991,lec tf5517w fridge freezer,Fridge Freezers,2622,3069,885,Cancelled,FALSE,2024-10-28 12:24:38
46198,neff kl 225 a einbau k hlger t mit gefrierfach,Fridges,2623,2320,1312,Pending,FALSE,2024-10-23 12:24:38
12501,lg electronics 28mt49df 27.5 inch 720p hd ready led tv with remote control,TVs,2614,3017,1709,Shipped,FALSE,2024-10-05 12:24:38
36992,bosch gsn29dw3p gefrierschrank a,Freezers,2621,2647,548,Pending,FALSE,2024-10-24 12:24:38
10248,samsung ue82nu8000 82 inch 4k ultra hd hdr smart tv,TVs,2614,1009,847,Shipped,FALSE,2024-10-25 12:24:38
32754,hoover dxc58bc3 washing machine 8 kg load black 1500rpm spin 12 programmes a washing performance,Washing Machines,2620,1999,1245,Pending,FALSE,2024-09-30 12:24:38
23104,pentax ricoh theta s 360 degree camera,Digital Cameras,2617,1715,32,Shipped,FALSE,2024-10-04 12:24:38
46966,igenix fridge with icebox white ig3920,Fridges,2623,1377,353,Pending,FALSE,2024-10-24 12:24:38
26667,bosch sms46mw00g full size dishwasher white,Dishwashers,2619,1491,140,Pending,FALSE,2024-10-11 12:24:38
2738,lg g2 16gb sim free smartphone uk version white,Mobile Phones,2612,3262,2367,Cancelled,FALSE,2024-10-03 12:24:38
13957,amd ryzen 5 cpu 2600x 3.6 ghz pinnacle ridge sockel am4 boxed 4 25 19 mb box set yd260xbcafbox,CPUs,2615,1412,1749,Cancelled,FALSE,2024-09-29 12:24:38
46991,aeg einbau k hlschrank skb51021as,Fridges,2623,2906,601,Cancelled,FALSE,2024-10-09 12:24:38
24990,indesit mwi3213ix/mwi3213ix,Microwaves,2618,2786,275,Shipped,FALSE,2024-10-17 12:24:38
280,apple iphone 6s plus space grey 32gb 4g unlocked sim free,Mobile Phones,2612,2442,54,Shipped,FALSE,2024-10-04 12:24:38
21882,coolpix w300,Digital Cameras,2617,2386,848,Cancelled,FALSE,2024-10-13 12:24:38
42724,indesit ld70n1s wtd fridge freezer silver,Fridge Freezers,2622,2943,774,Delivered,TRUE,2024-10-14 12:24:38
39052,cda fw872/fw872,Fridge Freezers,2622,1698,31,Shipped,FALSE,2024-10-05 12:24:38
10610,lg 43uk6300plb 43 4k ultra hd hdr led smart tv with freeview hd and freesat,TVs,2614,2590,2274,Pending,FALSE,2024-10-12 12:24:38
37471,bosch serie 4 free standing fridge freezer in white,Fridge Freezers,2622,1593,1572,Delivered,FALSE,2024-10-02 12:24:38
42794,bosch kgv33vw31g fridge freezer smartfrost euronics exclusive,Fridge Freezers,2622,1584,1482,Delivered,TRUE,2024-10-28 12:24:38
45326,smeg fridges and freezers happy bar fab10hlp 220 240 v,Fridges,2623,2976,265,Cancelled,FALSE,2024-10-11 12:24:38
10190,samsung ue75nu7100kxxu 75 smart hdr 4k uhd television,TVs,2614,3046,1537,Delivered,TRUE,2024-10-14 12:24:38
30253,bosch wawh8660gb 9kg serie 8 i dos washing machine 1400rpm white,Washing Machines,2620,2421,2279,Cancelled,FALSE,2024-10-24 12:24:38
11723,65inch 4k uhd led hdr smart tv wifi tvplus silver,TVs,2614,2667,310,Shipped,FALSE,2024-09-29 12:24:38
17543,intel xeon e5520 processor 2.26 ghz 8 mb smart cache,CPUs,2615,1356,2384,Cancelled,FALSE,2024-10-15 12:24:38
34285,bosch serie 2 wab28261gb 6kg load 1400 spin washing machine with activewater technology white,Washing Machines,2620,1817,1992,Pending,FALSE,2024-10-24 12:24:38
40091,indesit ld85f1 frost free fridge freezer silver,Fridge Freezers,2622,3269,1966,Pending,FALSE,2024-09-30 12:24:38
26090,tower t24019r infinity digital solo microwave with mirror door 800 w 20 liters red,Microwaves,2618,1867,2382,Pending,FALSE,2024-10-05 12:24:38
44270,smeg fab10ruj 55cm wide retro style right hinge freestanding fridge union jack,Fridges,2623,2727,2169,Shipped,FALSE,2024-10-18 12:24:38
23271,panasonic lumix dmc g70 inkl. lumix g vario 3 5 5 6 14 140 mm power ois schwarz,Digital Cameras,2617,1251,2193,Pending,FALSE,2024-10-29 12:24:38
10128,samsung ue43nu7400 43 inch dynamic crystal colour 4k ultra hd certified hdr smart tv charcoal black 2018 model energy class a,TVs,2614,1833,1476,Delivered,TRUE,2024-09-30 12:24:38
28313,candy integrated slimline dishwasher in black,Dishwashers,2619,2649,1267,Pending,FALSE,2024-10-29 12:24:38
15809,intel core i5 7300u 2.6 ghz 2 cores 4 threads 3 mb cache lga1356 socket oem,CPUs,2615,1217,692,Delivered,TRUE,2024-10-27 12:24:38
46901,amica stand k hlschrank wei vks15460w,Fridges,2623,2176,559,Pending,FALSE,2024-10-17 12:24:38
1158,huawei p20,Mobile Phones,2612,1801,2080,Shipped,FALSE,2024-10-23 12:24:38
44832,gorenje riu6f091awuk integrated undercounter fridge a energy rating 60cm wide,Fridges,2623,2029,1284,Cancelled,FALSE,2024-10-23 12:24:38
46444,liebherr ikbp 2360 20,Fridges,2623,1348,586,Pending,FALSE,2024-10-26 12:24:38
2174,alcatel shine lite 5080x satin gold unlocked,Mobile Phones,2612,2864,1137,Shipped,FALSE,2024-10-17 12:24:38
1799,iphone se 64gb silver,Mobile Phones,2612,3221,314,Pending,FALSE,2024-10-14 12:24:38
42889,siemens set side by side k hl gefrierkombination edelstahl antifingerprint nofrost ka92dhi31,Fridge Freezers,2622,2019,1790,Shipped,FALSE,2024-10-12 12:24:38
26041,samsung ms28j5215as solo microwave silver,Microwaves,2618,1575,1072,Cancelled,FALSE,2024-09-29 12:24:38
34732,bosch gud15a50gb classixx built in under integrated freezer 0 82m a,Freezers,2621,1343,783,Shipped,FALSE,2024-10-22 12:24:38
33225,samsung ww90j5456fw ecobubble freestanding washing machine 9kg load a energy rating 1400rpm spin white/grey,Washing Machines,2620,1936,222,Cancelled,FALSE,2024-10-06 12:24:38
29226,smeg st2fabwh dishwasher,Dishwashers,2619,1880,757,Shipped,FALSE,2024-10-16 12:24:38
23124,rollei compactline 83 digital camera 8 megapixels panorama function with zoom and multi snapshot function black,Digital Cameras,2617,2912,265,Pending,FALSE,2024-10-07 12:24:38
25273,sharp r344slm 25l 900w digital microwave silver,Microwaves,2618,3285,154,Pending,FALSE,2024-10-06 12:24:38
35899,indesit inf901eaa 54cm wide tall integrated upright in column freezer white,Freezers,2621,3102,1850,Cancelled,FALSE,2024-10-15 12:24:38
38101,liebherr cuef 2811 20,Fridge Freezers,2622,2969,1768,Cancelled,FALSE,2024-10-29 12:24:38
39157,hisense free standing fridge freezer frost free in black,Fridge Freezers,2622,1675,1347,Shipped,FALSE,2024-10-23 12:24:38
3359,energizer energy 100 sim mobile phone double sim bluetooth 2g ip54 black,Mobile Phones,2612,1202,142,Shipped,FALSE,2024-10-06 12:24:38
41177,white knight integrated ff250ihe fridge freezer 55cm,Fridge Freezers,2622,1237,368,Shipped,FALSE,2024-10-12 12:24:38
37604,bosch kiv86vs30g built in fridge freezer 60/40 low frost sliding hinge,Fridge Freezers,2622,3321,244,Delivered,TRUE,2024-10-29 12:24:38
1665,grade a huawei p9 titanium grey 5.2 32gb 4gb unlocked sim free,Mobile Phones,2612,2459,357,Shipped,FALSE,2024-10-23 12:24:38
29109,whirlpool adg522x dishwasher,Dishwashers,2619,1078,2,Pending,FALSE,2024-10-22 12:24:38
37523,bosch kis86af30g fridge freezer low frost 60/40 split fixed hinge a,Fridge Freezers,2622,2030,1696,Pending,FALSE,2024-10-22 12:24:38
42394,neff kg836a3 int. k hl gefrierkombination ki6873d40 eek a,Fridge Freezers,2622,2412,2201,Shipped,FALSE,2024-10-24 12:24:38
40794,aeg sce8192vts extra height 185cm high built in frost free fridge freezer,Fridge Freezers,2622,2746,1551,Cancelled,FALSE,2024-10-12 12:24:38
46007,siemens ki21rad40 eingebaut 144l a wei,Fridges,2623,2966,490,Pending,FALSE,2024-10-16 12:24:38
42286,miele kfn29683d fridge freezer,Fridge Freezers,2622,2648,1947,Pending,FALSE,2024-10-08 12:24:38
37106,lec int800fz built in freezer euronics,Freezers,2621,1297,1068,Delivered,FALSE,2024-10-21 12:24:38
14124,intel core i7 6850k s2011 v3 3.60ghz 6 core 15mb cache cpu,CPUs,2615,1636,653,Delivered,FALSE,2024-10-25 12:24:38
44774,russell hobbs white 17l counter top mini fridge rhclrf17,Fridges,2623,2068,1370,Cancelled,FALSE,2024-10-21 12:24:38
27476,zanussi zdf26020xa full size dishwasher stainless steel,Dishwashers,2619,1257,1306,Delivered,TRUE,2024-10-04 12:24:38
32276,hoover hl41472d3w link 7kg 1400rpm freestanding washing machine white,Washing Machines,2620,2894,341,Delivered,FALSE,2024-10-27 12:24:38
24274,beko moc20100w/moc20100w,Microwaves,2618,3100,1374,Pending,FALSE,2024-10-01 12:24:38
2632,huawei g8,Mobile Phones,2612,2393,962,Shipped,FALSE,2024-10-07 12:24:38
45902,aeg einbau k hlschrank sfb58821as,Fridges,2623,2791,784,Shipped,FALSE,2024-10-03 12:24:38
45793,133litre larder fridge auto defrost class a graphite,Fridges,2623,2833,1533,Shipped,FALSE,2024-10-08 12:24:38
13203,lg electronics 65uk6100 world cup fernseher,TVs,2614,1296,1151,Pending,FALSE,2024-10-12 12:24:38
36534,indesit ui8f1cw freezer,Freezers,2621,3368,2073,Delivered,FALSE,2024-10-28 12:24:38
34405,zanussi zwd81683nw lindo1000 1600rpm washer dryer 8kg/6kg load class a white,Washing Machines,2620,2630,2047,Cancelled,FALSE,2024-10-27 12:24:38
17151,hewlett packard enterprise intel xeon e5630 2.53ghz 12mb l3 processor,CPUs,2615,2307,2043,Cancelled,FALSE,2024-10-24 12:24:38
39469,beko american style four door frost free fridge freezer in s/steel gne60520dx,Fridge Freezers,2622,3352,1382,Cancelled,FALSE,2024-10-02 12:24:38
26366,bosch smv40c30gb standard fully integrated dishwasher,Dishwashers,2619,2800,1354,Pending,FALSE,2024-10-23 12:24:38
36041,miele fn28262wh 60cm frost free freezer white,Freezers,2621,3439,1898,Delivered,FALSE,2024-10-28 12:24:38
43709,beko bl21 built under larder fridge,Fridges,2623,2876,1805,Shipped,FALSE,2024-10-28 12:24:38
28757,smeg df612aew freestanding a rated dishwasher white,Dishwashers,2619,1293,869,Pending,FALSE,2024-10-04 12:24:38
29606,hoover hed122s 60cm dishwasher silver,Dishwashers,2619,2785,474,Delivered,FALSE,2024-10-02 12:24:38
12275,lg oled65e7v 65 inch 4k hdr smart tv black,TVs,2614,2696,704,Cancelled,FALSE,2024-10-07 12:24:38
34482,ebac awm62wh 6kg washing machine white,Washing Machines,2620,2807,1062,Delivered,TRUE,2024-10-01 12:24:38
27930,hotpoint sial11010g 45cm aquarius slimline dishwasher in graphite a aa,Dishwashers,2619,2520,1465,Shipped,FALSE,2024-10-03 12:24:38
201,apple iphone 8 256gb space grey,Mobile Phones,2612,2740,1833,Cancelled,FALSE,2024-09-29 12:24:38
34269,bosch waschvollautomat wlt24440,Washing Machines,2620,1868,2429,Shipped,FALSE,2024-10-10 12:24:38
11191,lg 65 uk6300 4k ultra hd with hdr smart led tv,TVs,2614,2415,1334,Pending,FALSE,2024-10-03 12:24:38
2101,swisstone sc700 silber,Mobile Phones,2612,1655,2232,Cancelled,FALSE,2024-10-05 12:24:38
45113,smeg fab5luj2 40cm 50s style union jack small left hand hinged minibar,Fridges,2623,2402,1512,Shipped,FALSE,2024-10-17 12:24:38
43137,gorenje nrk62jsy2buk frost free fridge freezer,Fridge Freezers,2622,1177,586,Shipped,FALSE,2024-10-24 12:24:38
39527,beko cfg1582dw 166l frost free 50/50 freestanding fridge freezer with water dispenser white,Fridge Freezers,2622,2228,577,Shipped,FALSE,2024-10-21 12:24:38
14637,intel xeon e3 1225v2 3.2 ghz 4 cores 4 threads 8 mb cache lga1155 socket oem,CPUs,2615,3171,1903,Delivered,FALSE,2024-10-29 12:24:38
41184,swan free standing fridge freezer frost free in blue,Fridge Freezers,2622,2940,2452,Cancelled,FALSE,2024-10-27 12:24:38
33291,zanussi zwf81463wh freestanding washing machine white,Washing Machines,2620,3189,604,Delivered,TRUE,2024-10-05 12:24:38
28043,amica zwm696w dishwasher freestanding 12 place settings 60cm white,Dishwashers,2619,2522,1584,Shipped,FALSE,2024-10-10 12:24:38
42570,smeg fridges and freezers fab30laz1 220 240 v,Fridge Freezers,2622,2986,2262,Delivered,TRUE,2024-10-05 12:24:38
41508,hoover hcs5172bk,Fridge Freezers,2622,1720,1814,Pending,FALSE,2024-10-12 12:24:38
21307,sony dsc w810 camera in silver dscw810s.ceh mw01,Digital Cameras,2617,1300,2192,Pending,FALSE,2024-10-05 12:24:38
42882,siemens k hl gefrier kombination antifingerprint kg39nxi4b eek a,Fridge Freezers,2622,3177,148,Cancelled,FALSE,2024-10-23 12:24:38
3038,huawei nova young 16 gb uk sim free smartphone grey,Mobile Phones,2612,1506,474,Pending,FALSE,2024-09-30 12:24:38
10434,sony kd65xf9005baep fernseher 4k ultra hd 164cm,TVs,2614,1258,1720,Shipped,FALSE,2024-10-09 12:24:38
33887,hotpoint rsg964jx 9kg white smart washing machine,Washing Machines,2620,2177,1986,Pending,FALSE,2024-10-18 12:24:38
32330,montpellier mw8014k,Washing Machines,2620,1453,2458,Delivered,TRUE,2024-09-29 12:24:38
26578,bosch sks62e22eu compact dishwasher white,Dishwashers,2619,1851,1883,Delivered,FALSE,2024-10-21 12:24:38
43333,bosch a h170xw60 fridge freezer s/s look,Fridge Freezers,2622,2278,1551,Cancelled,FALSE,2024-10-01 12:24:38
2061,sdq 52001g black,Mobile Phones,2612,1039,1812,Delivered,FALSE,2024-10-24 12:24:38
40872,2.wahl zanussi zbb24431sa einbau khl gefrierkombination 144cm a 3687772 eek a skala a bis d 933033512,Fridge Freezers,2622,2650,1558,Shipped,FALSE,2024-10-28 12:24:38
27605,built in fully integrated dishwasher,Dishwashers,2619,3471,585,Pending,FALSE,2024-10-20 12:24:38
38655,neff ki6873f30g 70 30 built in fridge/freezer,Fridge Freezers,2622,2731,889,Pending,FALSE,2024-10-14 12:24:38
13262,konftel 55/55w deskphone adapter,TVs,2614,1732,403,Shipped,FALSE,2024-10-15 12:24:38
38410,bosch kiv87vs30g serie 4 70/30 integrated fridge freezer white,Fridge Freezers,2622,1284,433,Delivered,FALSE,2024-10-11 12:24:38
24939,russell hobbs rhem1901s 19l easi flatbed digital 700w solo microwave silver energy class d,Microwaves,2618,2853,986,Cancelled,FALSE,2024-10-25 12:24:38
38623,samsung rf23htedbsr,Fridge Freezers,2622,2990,773,Delivered,TRUE,2024-10-17 12:24:38
10720,lg 55uk6300plb 55 4k ultra hd smart tv wi fi grey led tv,TVs,2614,2781,2149,Pending,FALSE,2024-10-08 12:24:38
22359,sony alpha a7 mkii compact system camera with 28 70mm lens,Digital Cameras,2617,1144,692,Shipped,FALSE,2024-10-20 12:24:38
30975,hotpoint bhwd1291 6.5kg wash 5kg dry 1200rpm integrated washer dryer white,Washing Machines,2620,2297,1344,Pending,FALSE,2024-10-12 12:24:38
13176,samsung qe65q8fnatxxu 65 qled hdr 4k ultra hd smart tv,TVs,2614,2689,2340,Shipped,FALSE,2024-10-24 12:24:38
26512,bosch serie 4 smi50c12gb full size semi integrated dishwasher,Dishwashers,2619,2451,1269,Shipped,FALSE,2024-10-11 12:24:38
2540,motorola tesco mobile moto c black,Mobile Phones,2612,1312,1162,Shipped,FALSE,2024-10-12 12:24:38
23322,canon eos m100 cs camera with ef m 15 45mm is lens wi fi bluetooth,Digital Cameras,2617,3441,812,Pending,FALSE,2024-10-28 12:24:38
34991,lec u50052w mini freezer white,Freezers,2621,1633,327,Delivered,TRUE,2024-10-17 12:24:38
27381,smeg di6fabcr 60cm integrated retro style dishwasher cream,Dishwashers,2619,2664,1752,Cancelled,FALSE,2024-10-03 12:24:38
13288,toshiba 32l2434dg led television,TVs,2614,1566,1760,Shipped,FALSE,2024-10-18 12:24:38
13177,panasonic led tv tx 43exw604,TVs,2614,2388,2248,Shipped,FALSE,2024-10-21 12:24:38
34393,smeg wdi147d 1 integrated washer dryer,Washing Machines,2620,3058,333,Shipped,FALSE,2024-10-10 12:24:38
41,apple iphone 7 plus 5.5 inch multi touch 32gb wlan wwan bluetooth c,Mobile Phones,2612,1717,1351,Cancelled,FALSE,2024-10-18 12:24:38
38878,fisher paykel rf610adx4 french style fridge freezer no dispenser stainless steel,Fridge Freezers,2622,2313,2209,Shipped,FALSE,2024-10-02 12:24:38
46670,siemens fi18np31 freezer,Fridges,2623,2116,1503,Delivered,TRUE,2024-10-20 12:24:38
37294,bosch kgn36hi32 fridge freezer 234/86litres no frost a stainless steel,Fridge Freezers,2622,1492,1006,Pending,FALSE,2024-10-23 12:24:38
21350,sony dscwx500r.ceh digital compact high zoom travel camera with 180 degrees tiltable lcd screen 18.2 mp 30 x optical zoom wi fi nfc red,Digital Cameras,2617,2964,951,Shipped,FALSE,2024-10-06 12:24:38
35439,neff gi1113f30 56cm wide integrated upright in column freezer white,Freezers,2621,1619,2073,Delivered,FALSE,2024-10-29 12:24:38
41945,bosch einbau k hl /gefrier kombination smartcool flachscharnier technik profi t rd mpfung kis77ad40 eek a,Fridge Freezers,2622,1326,2427,Pending,FALSE,2024-10-27 12:24:38
11457,cello c75ansmt 4k 75 4k ultra hd smart tv white led tv,TVs,2614,1349,1778,Shipped,FALSE,2024-10-24 12:24:38
17537,fujitsu xeon lv dp l55202.264mb tlc ecc 5.86gt qpi low voltage quad core cpu 60w with heatpipe 1066mhz fsb vt/dbs/turbo boost,CPUs,2615,1299,431,Cancelled,FALSE,2024-10-09 12:24:38
10269,sony kd55xf8096bu 55 4k hdr smart led tv,TVs,2614,3426,1344,Cancelled,FALSE,2024-10-08 12:24:38
2354,samsung galaxy j2 pro 2018 duos 16gb black,Mobile Phones,2612,1304,2387,Pending,FALSE,2024-10-05 12:24:38
46178,bosch einbau k hlger t kil24v60,Fridges,2623,2251,1162,Shipped,FALSE,2024-10-24 12:24:38
28746,neff geschirrsp ler vollintegrierbar gv 2500 a s511a50x0e,Dishwashers,2619,2063,1393,Shipped,FALSE,2024-10-13 12:24:38
13240,24pfs4032/ 12,TVs,2614,1495,1417,Pending,FALSE,2024-10-23 12:24:38
22065,sony dsc rx0 1.0 type sensor ultra compact camera with waterproof and shockproof design black,Digital Cameras,2617,3421,1607,Pending,FALSE,2024-10-27 12:24:38
27415,whirlpool adg522 built in 10 place slimline dishwasher stainless steel,Dishwashers,2619,1539,2376,Cancelled,FALSE,2024-10-11 12:24:38
14411,amd epyc 7351 processor 2.4 ghz 64 mb l3,CPUs,2615,2618,1557,Pending,FALSE,2024-10-14 12:24:38
13069,jvc lt 32c460 32 led tv,TVs,2614,1653,668,Delivered,TRUE,2024-10-20 12:24:38
44943,zanussi free standing larder fridge in white,Fridges,2623,1459,616,Pending,FALSE,2024-10-15 12:24:38
29347,aeg geschirrsp ler 45 cm fse63400p,Dishwashers,2619,2043,2287,Delivered,TRUE,2024-10-06 12:24:38
36982,smeg ff354lx classic frost free tall freezer,Freezers,2621,1618,1801,Shipped,FALSE,2024-10-04 12:24:38
16829,intel xeon e7340 processor 2.4 ghz box 8 mb l2,CPUs,2615,2946,119,Shipped,FALSE,2024-10-13 12:24:38
34541,indesit bwa91683xw uk,Washing Machines,2620,2118,305,Delivered,TRUE,2024-10-05 12:24:38
28404,bosch smv68tx06e,Dishwashers,2619,2385,1713,Shipped,FALSE,2024-10-06 12:24:38
25461,bosch boshmt72m450b 17 litre 800 watt freestanding solo microwave oven,Microwaves,2618,3080,733,Pending,FALSE,2024-10-12 12:24:38
11757,samsung hg32ee460fk 81.3 cm 32 1366 x 768 pixels hd led dvb c,TVs,2614,1317,1420,Pending,FALSE,2024-10-09 12:24:38
26083,siemens hf24g541 microwave oven,Microwaves,2618,2840,1024,Delivered,FALSE,2024-10-21 12:24:38
35551,smeg uk26pxnf4,Freezers,2621,2760,1958,Pending,FALSE,2024-10-22 12:24:38
15065,intel core i3 7300t 3.5 ghz 2 cores 4 threads 4 mb cache lga1151 socket oem,CPUs,2615,2275,1948,Pending,FALSE,2024-10-23 12:24:38
36322,bosch serie 4 gsn36vw3pg no frost 186x60cm freestanding freezer white,Freezers,2621,1404,59,Cancelled,FALSE,2024-10-29 12:24:38
14605,intel xeon 18 core processor e5 2697v4 2.3ghz 45mb smart cache 9.6 gt/s qpi tdp 145w,CPUs,2615,1516,925,Delivered,TRUE,2024-10-11 12:24:38
31578,miele wwi660 9kg w1 twindos xl wifi washing machine 1600rpm white,Washing Machines,2620,3170,1447,Pending,FALSE,2024-10-11 12:24:38
37955,samsung brb260000ww built in fridge freezer 70/30 frost free,Fridge Freezers,2622,3003,297,Cancelled,FALSE,2024-10-09 12:24:38
1592,wileyfox wileyfox swift 2 midnight blue,Mobile Phones,2612,1576,965,Cancelled,FALSE,2024-10-16 12:24:38
11939,lg 49uj670v 49 inch 4k ultra hd hdr smart led tv 2017 model,TVs,2614,2813,2212,Pending,FALSE,2024-10-21 12:24:38
10306,samsung ue55nu7400 55 flat dynamic crystal colour led tv,TVs,2614,2358,2271,Cancelled,FALSE,2024-10-13 12:24:38
34785,bosch serie 8 integrated freezer frost free in white,Freezers,2621,3083,567,Cancelled,FALSE,2024-10-09 12:24:38
28141,new world nw indw60 full size integrated dishwasher,Dishwashers,2619,1733,366,Pending,FALSE,2024-10-18 12:24:38
35277,liebherr igs1624 integrated smart frost freezer,Freezers,2621,2256,1681,Shipped,FALSE,2024-10-12 12:24:38
37986,neff ka3902b20g american fridge freezer with ice and water black,Fridge Freezers,2622,1632,2266,Pending,FALSE,2024-10-02 12:24:38
43542,bosch kir21af30g built in fridge 87x54 hydrofresh box a fixed hinge,Fridges,2623,3470,2328,Cancelled,FALSE,2024-10-24 12:24:38
46413,montpellier mbur200,Fridges,2623,2490,2050,Shipped,FALSE,2024-10-14 12:24:38
12568,lg 49zoll full hd schwarz led fernseher 1920x1080px 16 9 direct led usb 2.0 rs 232 2x5w rms vesa 300x300 100 240v 51.6w 1108x208.7x696mm 10.9kg black eek a 49lv300c,TVs,2614,3454,1997,Delivered,FALSE,2024-10-16 12:24:38
34424,hotpoint wdl520p aquarius 7kg wash 5kg dry 1200rpm freestanding washer dryer white,Washing Machines,2620,1665,115,Delivered,TRUE,2024-10-16 12:24:38
71,grade b apple iphone 8 64gb gold handset only,Mobile Phones,2612,3191,273,Delivered,TRUE,2024-10-22 12:24:38
1596,wileyfox spark x cyanogen dual sim free 5.5 black,Mobile Phones,2612,3281,306,Shipped,FALSE,2024-10-10 12:24:38
17191,amd bulldozer fx 8 8120 3.1ghz socket am3 8mb l3 cache orochi core retail boxed inc fan heatsink processor,CPUs,2615,2016,1424,Cancelled,FALSE,2024-10-26 12:24:38
46717,electrolux ern1401aow,Fridges,2623,1668,1934,Delivered,FALSE,2024-10-21 12:24:38
43831,neff ki1213f30g built in larder fridge 87x54cm a hydrofresh box,Fridges,2623,1514,450,Shipped,FALSE,2024-10-16 12:24:38
21866,nikon d7200 digital slr body,Digital Cameras,2617,2721,2217,Shipped,FALSE,2024-10-21 12:24:38
43215,gorenje standk hlger t rk 6192 er,Fridge Freezers,2622,3044,1234,Cancelled,FALSE,2024-09-29 12:24:38
41182,russell hobbs american style fridge freezer 90cm wide side by side a efficiency rh90ff176r 2 year warranty red,Fridge Freezers,2622,2170,1065,Delivered,FALSE,2024-10-14 12:24:38
